minutes_played,matches_per_week,training_minutes,training_intensity,sessions_per_week,fatigue_level,muscle_soreness,sleep_quality,previous_injury,injury_date,recovery_days,training_date,match_date,entry_date,injury_risk
89,2,543,3,6,8,3,1,1,2025-09-02,17,2025-10-03,2025-10-05,2025-10-04,2
49,0,251,1,4,2,2,2,0,,0,2025-03-06,,2025-03-07,0
88,3,484,3,5,10,3,1,1,2025-01-29,26,2025-03-16,2025-03-16,2025-03-17,2
86,3,513,3,7,9,3,1,1,2024-11-13,18,2025-01-07,2025-01-09,2025-01-08,2
42,1,162,1,4,2,2,3,0,,0,2025-05-09,2025-05-11,2025-05-10,0
75,2,323,2,5,6,3,2,1,2025-03-01,15,2025-04-08,2025-04-08,2025-04-09,1
21,0,299,1,3,3,1,2,0,,0,2025-02-24,,2025-02-25,0
70,2,308,3,5,7,3,2,1,2025-10-20,20,2025-11-19,2025-11-19,2025-11-20,1
63,2,319,3,4,6,2,2,1,2025-02-04,21,2025-02-28,2025-03-01,2025-03-01,1
86,3,533,3,5,10,3,1,1,2025-02-26,28,2025-04-24,2025-04-26,2025-04-25,2
87,2,597,3,7,10,3,1,1,2025-11-16,28,2026-01-03,2026-01-05,2026-01-04,2
20,1,233,2,3,3,2,2,0,,0,2025-07-21,2025-07-23,2025-07-22,0
40,1,249,2,4,4,1,3,0,,0,2025-07-05,2025-07-07,2025-07-06,0
88,2,470,3,7,9,3,1,1,2025-03-21,29,2025-04-20,2025-04-20,2025-04-21,2
70,2,347,3,5,7,3,2,1,2025-09-30,18,2025-10-17,2025-10-17,2025-10-18,1
82,2,493,3,6,10,3,1,1,2025-10-12,7,2025-12-05,2025-12-07,2025-12-06,2
61,2,333,2,4,6,3,2,1,2025-11-10,17,2025-12-31,2025-12-31,2026-01-01,1
61,2,391,3,5,5,2,2,1,2024-11-18,29,2025-01-03,2025-01-03,2025-01-04,1
83,3,585,3,6,10,3,1,1,2024-11-11,18,2025-01-09,2025-01-09,2025-01-10,2
23,1,159,1,2,3,2,3,0,,0,2025-07-22,2025-07-24,2025-07-23,0
84,3,551,3,7,10,3,1,1,2024-12-14,12,2025-01-11,2025-01-11,2025-01-12,2
64,1,305,2,5,7,3,2,1,2025-09-04,28,2025-09-20,2025-09-20,2025-09-21,1
20,0,234,1,2,1,2,3,0,,0,2025-03-30,,2025-03-31,0
88,2,503,3,5,8,3,1,1,2024-12-21,18,2025-01-17,2025-01-18,2025-01-18,2
27,1,249,1,4,3,1,3,0,,0,2025-11-15,2025-11-15,2025-11-16,0
80,2,477,3,6,10,3,1,1,2025-04-26,10,2025-06-02,2025-06-03,2025-06-03,2
63,1,326,3,5,5,2,2,1,2025-06-26,17,2025-07-11,2025-07-13,2025-07-12,1
46,1,239,2,3,3,1,2,0,,0,2025-02-20,2025-02-22,2025-02-21,0
83,2,479,3,7,9,3,1,1,2024-12-23,14,2025-02-02,2025-02-03,2025-02-03,2
67,1,385,3,4,5,3,2,1,2024-11-21,10,2025-01-17,2025-01-19,2025-01-18,1
85,3,457,3,6,8,3,1,1,2025-11-08,12,2025-12-03,2025-12-05,2025-12-04,2
71,1,419,2,5,6,2,2,0,,0,2025-08-23,2025-08-23,2025-08-24,1
77,2,319,2,4,7,2,2,1,2025-11-24,16,2025-12-11,2025-12-13,2025-12-12,1
73,2,302,2,4,5,2,2,0,,0,2025-11-25,2025-11-25,2025-11-26,1
57,0,186,1,3,1,1,3,0,,0,2025-11-01,,2025-11-02,0
40,0,153,1,2,3,1,2,0,,0,2025-03-30,,2025-03-31,0
94,2,531,3,5,9,3,1,1,2025-11-01,10,2025-12-06,2025-12-07,2025-12-07,2
43,0,239,2,2,2,2,2,0,,0,2025-07-10,,2025-07-11,0
84,2,496,3,7,9,3,1,1,2026-01-20,26,2026-02-02,2026-02-04,2026-02-03,2
69,2,328,3,4,7,2,2,1,2024-12-29,12,2025-02-17,2025-02-19,2025-02-18,1
87,3,592,3,5,9,3,1,1,2025-11-28,22,2025-12-16,2025-12-16,2025-12-17,2
67,2,362,2,4,7,2,2,0,,0,2026-02-04,2026-02-06,2026-02-05,1
92,2,579,3,5,8,3,1,1,2024-12-19,9,2025-02-14,2025-02-16,2025-02-15,2
93,3,588,3,7,8,3,1,1,2025-11-04,16,2025-12-08,2025-12-10,2025-12-09,2
46,0,160,1,4,2,2,2,0,,0,2025-03-25,,2025-03-26,0
77,1,336,2,5,7,2,2,1,2026-01-04,18,2026-01-26,2026-01-27,2026-01-27,1
90,3,475,3,5,9,3,1,1,2025-02-16,22,2025-03-18,2025-03-18,2025-03-19,2
49,1,206,2,3,2,2,2,0,,0,2025-05-23,2025-05-24,2025-05-24,0
92,2,495,3,5,8,3,1,1,2025-04-02,16,2025-04-15,2025-04-17,2025-04-16,2
44,0,259,1,4,4,2,2,0,,0,2025-12-18,,2025-12-19,0
60,1,159,1,4,4,2,3,0,,0,2025-04-12,2025-04-13,2025-04-13,0
91,3,526,3,7,10,3,1,1,2025-12-16,10,2025-12-29,2025-12-31,2025-12-30,2
74,1,302,3,4,7,2,2,0,,0,2025-12-11,2025-12-12,2025-12-12,1
57,1,217,2,4,1,1,2,0,,0,2025-08-29,2025-08-30,2025-08-30,0
65,1,382,3,5,6,3,2,1,2025-11-15,25,2025-12-06,2025-12-06,2025-12-07,1
80,3,500,3,6,9,3,1,1,2026-01-12,24,2026-02-01,2026-02-02,2026-02-02,2
50,1,198,2,2,2,2,3,0,,0,2025-08-26,2025-08-28,2025-08-27,0
30,1,195,2,2,2,2,3,0,,0,2025-02-22,2025-02-22,2025-02-23,0
86,2,529,3,6,9,3,1,1,2025-05-04,20,2025-06-25,2025-06-26,2025-06-26,2
35,1,198,1,3,4,1,2,0,,0,2025-04-24,2025-04-26,2025-04-25,0
37,1,241,2,3,3,2,2,0,,0,2025-03-08,2025-03-09,2025-03-09,0
84,3,539,3,6,8,3,1,1,2025-02-05,18,2025-03-20,2025-03-21,2025-03-21,2
51,0,180,1,2,1,2,3,0,,0,2025-02-12,,2025-02-13,0
55,1,227,1,2,4,1,3,0,,0,2025-05-30,2025-06-01,2025-05-31,0
68,2,404,2,5,5,3,2,1,2025-12-16,19,2026-01-27,2026-01-28,2026-01-28,1
88,3,511,3,6,8,3,1,1,2025-11-06,20,2025-12-20,2025-12-22,2025-12-21,2
72,2,379,2,5,5,3,2,0,,0,2025-04-03,2025-04-04,2025-04-04,1
80,3,507,3,6,10,3,1,1,2025-05-04,26,2025-05-26,2025-05-26,2025-05-27,2
95,2,554,3,7,8,3,1,1,2025-08-04,22,2025-08-31,2025-09-02,2025-09-01,2
76,2,416,3,4,6,3,2,1,2025-05-17,19,2025-07-07,2025-07-08,2025-07-08,1
85,3,599,3,6,9,3,1,1,2025-06-07,12,2025-07-01,2025-07-02,2025-07-02,2
90,2,504,3,7,9,3,1,1,2024-12-21,18,2025-02-11,2025-02-12,2025-02-12,2
61,1,305,2,4,6,3,2,1,2025-04-09,9,2025-05-02,2025-05-03,2025-05-03,1
37,1,206,1,4,1,1,2,0,,0,2025-11-14,2025-11-15,2025-11-15,0
67,2,418,2,5,6,3,2,1,2025-05-30,11,2025-07-08,2025-07-09,2025-07-09,1
49,0,258,1,4,1,1,3,0,,0,2025-02-12,,2025-02-13,0
81,3,490,3,5,9,3,1,1,2025-04-06,23,2025-04-22,2025-04-23,2025-04-23,2
31,0,179,1,3,3,1,2,0,,0,2025-09-10,,2025-09-11,0
45,1,256,1,4,2,1,2,0,,0,2025-05-07,2025-05-09,2025-05-08,0
72,2,415,2,5,6,3,2,1,2025-09-06,18,2025-10-31,2025-11-02,2025-11-01,1
89,2,557,3,7,8,3,1,1,2025-04-11,8,2025-06-01,2025-06-01,2025-06-02,2
77,2,323,3,5,7,3,2,0,,0,2025-04-17,2025-04-19,2025-04-18,1
85,3,471,3,7,8,3,1,1,2024-12-18,13,2025-02-09,2025-02-09,2025-02-10,2
88,2,487,3,5,10,3,1,1,2025-10-19,30,2025-11-18,2025-11-19,2025-11-19,2
64,1,332,2,5,7,3,2,0,,0,2025-03-24,2025-03-25,2025-03-25,1
31,1,158,1,3,4,1,2,0,,0,2025-01-15,2025-01-16,2025-01-16,0
70,1,371,2,4,5,2,2,0,,0,2025-11-02,2025-11-02,2025-11-03,1
70,2,391,3,4,5,3,2,1,2025-06-01,22,2025-06-13,2025-06-15,2025-06-14,1
45,1,230,2,3,3,2,2,0,,0,2025-04-01,2025-04-03,2025-04-02,0
46,0,168,2,4,3,2,2,0,,0,2025-08-21,,2025-08-22,0
62,1,305,2,5,7,3,2,1,2025-10-03,25,2025-11-24,2025-11-24,2025-11-25,1
31,1,181,1,4,1,2,2,0,,0,2025-11-25,2025-11-26,2025-11-26,0
80,3,524,3,7,8,3,1,1,2024-12-03,21,2025-01-25,2025-01-27,2025-01-26,2
90,3,579,3,7,10,3,1,1,2024-12-01,22,2025-01-25,2025-01-25,2025-01-26,2
64,2,414,2,5,6,3,2,1,2025-12-29,23,2026-02-01,2026-02-02,2026-02-02,1
94,2,490,3,5,8,3,1,1,2024-12-18,16,2025-02-05,2025-02-05,2025-02-06,2
81,2,585,3,6,8,3,1,1,2025-03-26,30,2025-04-23,2025-04-24,2025-04-24,2
41,1,184,2,4,2,2,3,0,,0,2025-10-16,2025-10-16,2025-10-17,0
60,0,278,1,3,3,1,3,0,,0,2025-08-31,,2025-09-01,0
71,1,334,2,5,5,3,2,1,2025-03-07,7,2025-03-20,2025-03-21,2025-03-21,1
30,0,273,1,4,2,1,3,0,,0,2025-11-09,,2025-11-10,0
61,1,313,3,5,7,3,2,0,,0,2025-09-03,2025-09-04,2025-09-04,1
54,1,211,2,3,3,1,2,0,,0,2025-11-02,2025-11-04,2025-11-03,0
77,2,395,2,5,6,3,2,0,,0,2025-05-02,2025-05-03,2025-05-03,1
65,1,388,2,5,6,3,2,0,,0,2025-11-01,2025-11-01,2025-11-02,1
90,2,536,3,7,10,3,1,1,2025-12-04,27,2026-01-02,2026-01-03,2026-01-03,2
40,1,287,1,2,2,1,3,0,,0,2025-09-01,2025-09-03,2025-09-02,0
64,1,364,3,5,7,2,2,1,2025-08-26,24,2025-10-21,2025-10-23,2025-10-22,1
95,2,454,3,7,10,3,1,1,2025-08-18,26,2025-10-09,2025-10-09,2025-10-10,2
42,1,294,1,3,2,2,2,0,,0,2025-04-08,2025-04-10,2025-04-09,0
49,1,190,1,3,4,1,2,0,,0,2025-07-10,2025-07-10,2025-07-11,0
69,2,309,2,4,7,3,2,0,,0,2026-02-01,2026-02-01,2026-02-02,1
93,3,514,3,7,9,3,1,1,2025-02-05,12,2025-02-23,2025-02-23,2025-02-24,2
86,3,538,3,5,10,3,1,1,2024-11-23,29,2025-01-13,2025-01-15,2025-01-14,2
59,0,157,1,2,3,1,2,0,,0,2025-08-08,,2025-08-09,0
67,1,328,3,4,6,2,2,0,,0,2025-10-02,2025-10-02,2025-10-03,1
29,1,264,1,4,4,2,2,0,,0,2025-11-07,2025-11-08,2025-11-08,0
34,0,241,2,2,3,1,2,0,,0,2026-01-16,,2026-01-17,0
90,2,593,3,7,9,3,1,1,2025-07-22,8,2025-08-13,2025-08-13,2025-08-14,2
88,2,473,3,7,8,3,1,1,2025-07-25,27,2025-09-19,2025-09-20,2025-09-20,2
91,3,459,3,6,10,3,1,1,2025-05-09,21,2025-07-01,2025-07-03,2025-07-02,2
89,3,515,3,6,9,3,1,1,2025-04-26,30,2025-06-07,2025-06-08,2025-06-08,2
71,2,300,2,5,5,3,2,1,2025-01-09,12,2025-01-21,2025-01-23,2025-01-22,1
60,1,184,2,4,3,2,3,0,,0,2025-05-02,2025-05-02,2025-05-03,0
65,1,381,2,5,5,3,2,1,2025-08-25,23,2025-10-03,2025-10-04,2025-10-04,1
74,1,403,3,5,7,2,2,1,2025-07-20,18,2025-09-05,2025-09-07,2025-09-06,1
46,1,185,1,2,1,2,2,0,,0,2025-11-21,2025-11-23,2025-11-22,0
73,1,378,2,5,6,2,2,0,,0,2025-10-05,2025-10-06,2025-10-06,1
41,0,287,1,3,1,2,3,0,,0,2025-03-05,,2025-03-06,0
83,2,585,3,7,10,3,1,1,2025-05-03,16,2025-05-22,2025-05-23,2025-05-23,2
74,1,354,2,5,7,2,2,0,,0,2025-06-20,2025-06-22,2025-06-21,1
81,2,453,3,5,10,3,1,1,2025-05-27,17,2025-06-10,2025-06-12,2025-06-11,2
41,1,214,1,2,1,1,3,0,,0,2025-01-01,2025-01-03,2025-01-02,0
43,1,271,2,3,3,1,3,0,,0,2025-03-02,2025-03-04,2025-03-03,0
21,1,151,2,2,3,1,2,0,,0,2025-10-09,2025-10-11,2025-10-10,0
82,2,480,3,6,9,3,1,1,2025-02-06,12,2025-03-17,2025-03-19,2025-03-18,2
71,2,343,2,5,6,2,2,1,2025-09-06,13,2025-10-17,2025-10-17,2025-10-18,1
93,3,484,3,6,8,3,1,1,2024-12-08,8,2025-01-17,2025-01-19,2025-01-18,2
53,0,257,1,4,4,2,3,0,,0,2025-03-22,,2025-03-23,0
51,0,211,2,2,3,2,3,0,,0,2025-01-05,,2025-01-06,0
22,1,235,2,2,3,2,3,0,,0,2025-10-10,2025-10-12,2025-10-11,0
47,1,162,2,2,3,1,2,0,,0,2025-01-11,2025-01-13,2025-01-12,0
87,3,514,3,7,8,3,1,1,2025-06-15,10,2025-07-16,2025-07-17,2025-07-17,2
93,3,537,3,5,10,3,1,1,2025-06-24,29,2025-07-09,2025-07-09,2025-07-10,2
63,2,385,3,4,5,3,2,1,2025-11-17,11,2025-12-31,2026-01-02,2026-01-01,1
91,2,488,3,7,9,3,1,1,2025-03-29,10,2025-04-10,2025-04-11,2025-04-11,2
30,1,291,2,3,1,2,2,0,,0,2025-12-02,2025-12-04,2025-12-03,0
93,3,580,3,6,9,3,1,1,2025-10-10,9,2025-10-24,2025-10-26,2025-10-25,2
39,0,183,2,4,4,1,3,0,,0,2026-01-20,,2026-01-21,0
56,0,177,1,4,4,2,2,0,,0,2025-07-26,,2025-07-27,0
76,2,376,2,4,6,3,2,1,2025-06-17,14,2025-07-11,2025-07-11,2025-07-12,1
51,1,254,2,4,2,2,2,0,,0,2025-07-02,2025-07-04,2025-07-03,0
58,0,187,2,3,4,1,2,0,,0,2025-11-29,,2025-11-30,0
38,1,284,2,2,2,1,3,0,,0,2025-09-16,2025-09-16,2025-09-17,0
81,2,454,3,7,9,3,1,1,2025-12-12,19,2025-12-28,2025-12-29,2025-12-29,2
84,3,489,3,7,8,3,1,1,2025-06-18,18,2025-07-14,2025-07-16,2025-07-15,2
69,1,317,3,5,5,3,2,1,2025-02-06,17,2025-03-20,2025-03-22,2025-03-21,1
84,3,571,3,7,9,3,1,1,2025-05-05,11,2025-06-30,2025-06-30,2025-07-01,2
70,1,339,2,4,6,2,2,1,2025-03-23,24,2025-04-20,2025-04-22,2025-04-21,1
87,2,583,3,5,8,3,1,1,2025-01-07,11,2025-01-27,2025-01-28,2025-01-28,2
80,1,408,3,5,7,2,2,1,2024-12-23,9,2025-01-13,2025-01-15,2025-01-14,1
77,2,331,3,5,6,2,2,1,2025-04-09,18,2025-04-27,2025-04-29,2025-04-28,1
41,1,292,1,3,2,2,3,0,,0,2025-09-21,2025-09-23,2025-09-22,0
88,2,531,3,5,8,3,1,1,2024-11-18,27,2025-01-09,2025-01-10,2025-01-10,2
65,2,313,3,4,5,3,2,0,,0,2025-04-15,2025-04-15,2025-04-16,1
57,0,153,2,2,3,1,2,0,,0,2025-03-11,,2025-03-12,0
85,3,510,3,5,10,3,1,1,2025-02-19,27,2025-04-10,2025-04-11,2025-04-11,2
77,2,375,2,5,5,3,2,0,,0,2026-01-12,2026-01-14,2026-01-13,1
50,0,158,1,4,4,1,3,0,,0,2025-01-18,,2025-01-19,0
66,1,325,3,4,6,3,2,0,,0,2025-11-30,2025-11-30,2025-12-01,1
26,0,249,2,4,2,2,3,0,,0,2025-08-04,,2025-08-05,0
92,2,542,3,6,8,3,1,1,2025-10-23,30,2025-12-13,2025-12-13,2025-12-14,2
93,3,480,3,7,9,3,1,1,2025-10-10,24,2025-10-25,2025-10-27,2025-10-26,2
93,2,579,3,6,9,3,1,1,2025-04-27,16,2025-05-17,2025-05-18,2025-05-18,2
28,0,191,1,4,4,1,3,0,,0,2025-10-14,,2025-10-15,0
59,1,154,1,4,3,2,2,0,,0,2025-09-27,2025-09-28,2025-09-28,0
63,1,412,2,4,5,2,2,1,2025-06-07,8,2025-07-21,2025-07-23,2025-07-22,1
95,3,569,3,6,8,3,1,1,2025-07-23,7,2025-09-15,2025-09-17,2025-09-16,2
76,1,412,2,4,5,2,2,1,2025-03-20,11,2025-04-18,2025-04-18,2025-04-19,1
22,0,270,1,2,3,1,3,0,,0,2026-01-07,,2026-01-08,0
33,0,234,1,2,3,1,3,0,,0,2025-03-10,,2025-03-11,0
30,0,204,1,3,1,1,3,0,,0,2025-02-04,,2025-02-05,0
82,3,517,3,6,8,3,1,1,2025-12-17,7,2026-02-03,2026-02-04,2026-02-04,2
74,1,343,2,5,6,3,2,1,2025-02-03,17,2025-03-28,2025-03-30,2025-03-29,1
46,0,281,1,4,1,2,3,0,,0,2025-06-14,,2025-06-15,0
81,3,573,3,5,8,3,1,1,2025-04-16,11,2025-05-04,2025-05-04,2025-05-05,2
21,1,255,2,4,2,2,3,0,,0,2025-06-25,2025-06-27,2025-06-26,0
94,3,596,3,5,8,3,1,1,2025-01-21,22,2025-02-09,2025-02-09,2025-02-10,2
70,2,406,3,4,5,2,2,0,,0,2025-01-16,2025-01-17,2025-01-17,1
58,0,300,2,2,1,1,3,0,,0,2025-09-11,,2025-09-12,0
81,2,454,3,5,10,3,1,1,2024-11-27,10,2025-01-05,2025-01-05,2025-01-06,2
40,1,199,1,3,3,2,3,0,,0,2025-12-20,2025-12-21,2025-12-21,0
24,1,241,2,3,1,1,3,0,,0,2025-08-22,2025-08-22,2025-08-23,0
73,2,316,3,4,7,2,2,0,,0,2025-05-30,2025-05-30,2025-05-31,1
94,3,596,3,6,10,3,1,1,2025-11-08,11,2025-11-28,2025-11-30,2025-11-29,2
26,1,153,2,4,3,2,3,0,,0,2025-06-03,2025-06-05,2025-06-04,0
68,1,380,2,4,5,2,2,0,,0,2025-09-21,2025-09-22,2025-09-22,1
72,1,402,2,4,6,3,2,1,2025-05-02,26,2025-06-04,2025-06-04,2025-06-05,1
85,2,584,3,6,10,3,1,1,2025-06-27,8,2025-07-27,2025-07-28,2025-07-28,2
41,0,178,1,2,3,2,2,0,,0,2025-04-10,,2025-04-11,0
48,1,172,2,4,4,2,2,0,,0,2025-11-30,2025-12-02,2025-12-01,0
75,2,383,3,5,6,3,2,1,2025-08-04,9,2025-09-30,2025-10-01,2025-10-01,1
66,2,344,2,5,7,3,2,1,2024-12-16,27,2025-01-15,2025-01-15,2025-01-16,1
45,1,251,1,3,1,1,3,0,,0,2025-12-04,2025-12-04,2025-12-05,0
80,2,577,3,6,8,3,1,1,2024-12-13,27,2025-01-03,2025-01-04,2025-01-04,2
76,2,403,2,4,6,2,2,0,,0,2025-01-16,2025-01-16,2025-01-17,1
90,3,495,3,6,8,3,1,1,2025-10-31,8,2025-11-14,2025-11-15,2025-11-15,2
80,2,513,3,6,10,3,1,1,2025-02-24,17,2025-03-19,2025-03-21,2025-03-20,2
71,1,328,3,4,7,3,2,0,,0,2025-11-20,2025-11-21,2025-11-21,1
93,2,532,3,7,9,3,1,1,2025-05-10,18,2025-06-17,2025-06-18,2025-06-18,2
77,1,366,3,5,7,2,2,1,2025-09-21,15,2025-11-17,2025-11-18,2025-11-18,1
43,0,214,2,3,4,2,2,0,,0,2025-07-04,,2025-07-05,0
26,0,269,2,3,1,1,2,0,,0,2025-06-08,,2025-06-09,0
92,2,567,3,6,9,3,1,1,2025-11-17,25,2025-12-24,2025-12-26,2025-12-25,2
78,1,387,2,5,7,3,2,1,2025-08-04,9,2025-08-20,2025-08-21,2025-08-21,1
94,3,541,3,6,8,3,1,1,2025-12-09,14,2026-01-24,2026-01-25,2026-01-25,2
76,2,362,2,4,7,3,2,1,2025-06-21,10,2025-07-22,2025-07-24,2025-07-23,1
87,2,553,3,7,10,3,1,1,2025-08-07,24,2025-09-23,2025-09-23,2025-09-24,2
81,3,590,3,5,8,3,1,1,2025-11-28,24,2025-12-16,2025-12-18,2025-12-17,2
78,1,320,3,4,5,2,2,0,,0,2025-04-15,2025-04-16,2025-04-16,1
85,3,501,3,6,10,3,1,1,2025-03-01,20,2025-03-11,2025-03-13,2025-03-12,2
55,1,296,1,4,2,2,3,0,,0,2025-08-05,2025-08-06,2025-08-06,0
94,2,486,3,6,10,3,1,1,2025-09-01,15,2025-10-01,2025-10-01,2025-10-02,2
84,3,558,3,6,9,3,1,1,2025-11-05,14,2026-01-02,2026-01-04,2026-01-03,2
73,1,398,2,5,6,2,2,1,2025-02-12,18,2025-03-19,2025-03-21,2025-03-20,1
68,2,327,2,5,5,3,2,0,,0,2025-05-12,2025-05-12,2025-05-13,1
64,2,315,3,5,5,3,2,1,2025-09-18,11,2025-10-20,2025-10-21,2025-10-21,1
94,2,596,3,5,10,3,1,1,2025-10-12,14,2025-11-24,2025-11-26,2025-11-25,2
80,2,536,3,7,10,3,1,1,2025-11-15,9,2025-12-25,2025-12-25,2025-12-26,2
34,1,177,2,2,1,1,2,0,,0,2025-04-03,2025-04-05,2025-04-04,0
94,2,565,3,6,9,3,1,1,2025-08-10,30,2025-09-26,2025-09-27,2025-09-27,2
57,0,223,1,2,2,2,2,0,,0,2025-06-27,,2025-06-28,0
52,0,263,1,2,3,2,3,0,,0,2025-11-18,,2025-11-19,0
78,2,407,3,5,7,2,2,0,,0,2025-04-12,2025-04-14,2025-04-13,1
51,0,251,2,4,1,2,3,0,,0,2025-04-21,,2025-04-22,0
71,1,379,3,5,6,3,2,1,2024-12-13,15,2025-01-27,2025-01-29,2025-01-28,1
80,2,551,3,6,8,3,1,1,2025-02-06,18,2025-02-19,2025-02-19,2025-02-20,2
38,1,189,2,2,3,1,3,0,,0,2025-10-21,2025-10-22,2025-10-22,0
60,1,178,2,3,4,1,2,0,,0,2025-01-25,2025-01-27,2025-01-26,0
74,1,386,3,4,6,3,2,0,,0,2025-05-17,2025-05-19,2025-05-18,1
61,1,309,2,4,5,2,2,0,,0,2025-09-16,2025-09-16,2025-09-17,1
26,0,207,1,4,3,2,3,0,,0,2025-12-18,,2025-12-19,0
43,0,235,2,3,4,2,2,0,,0,2026-01-18,,2026-01-19,0
86,3,556,3,5,9,3,1,1,2025-04-02,21,2025-05-06,2025-05-08,2025-05-07,2
70,2,344,2,5,5,2,2,1,2025-06-02,7,2025-07-24,2025-07-24,2025-07-25,1
92,2,514,3,5,8,3,1,1,2025-06-19,19,2025-07-05,2025-07-06,2025-07-06,2
95,3,522,3,7,9,3,1,1,2025-04-21,22,2025-05-25,2025-05-25,2025-05-26,2
85,2,486,3,6,9,3,1,1,2025-06-29,18,2025-08-23,2025-08-25,2025-08-24,2
42,0,298,2,3,3,1,3,0,,0,2025-11-23,,2025-11-24,0
75,1,325,3,4,5,3,2,0,,0,2025-01-02,2025-01-04,2025-01-03,1
91,3,538,3,6,9,3,1,1,2024-12-12,19,2025-01-16,2025-01-18,2025-01-17,2
81,2,505,3,5,9,3,1,1,2024-12-25,7,2025-02-16,2025-02-17,2025-02-17,2
23,1,296,2,2,4,2,2,0,,0,2025-05-18,2025-05-18,2025-05-19,0
73,2,381,2,4,6,2,2,1,2025-01-26,25,2025-03-26,2025-03-28,2025-03-27,1
86,2,580,3,5,8,3,1,1,2025-07-31,15,2025-08-24,2025-08-25,2025-08-25,2
64,2,349,3,5,5,3,2,0,,0,2026-01-01,2026-01-01,2026-01-02,1
81,3,569,3,6,10,3,1,1,2025-01-01,26,2025-02-28,2025-03-02,2025-03-01,2
66,1,318,3,4,7,3,2,0,,0,2025-11-24,2025-11-26,2025-11-25,1
44,0,213,2,3,1,1,2,0,,0,2025-11-17,,2025-11-18,0
70,1,349,2,5,7,3,2,1,2025-09-18,22,2025-11-12,2025-11-12,2025-11-13,1
79,1,371,2,4,6,3,2,0,,0,2025-01-19,2025-01-21,2025-01-20,1
70,1,351,3,5,5,2,2,0,,0,2025-03-06,2025-03-06,2025-03-07,1
82,3,512,3,6,10,3,1,1,2025-11-22,28,2026-01-18,2026-01-18,2026-01-19,2
23,0,160,1,4,1,1,2,0,,0,2025-12-22,,2025-12-23,0
69,1,365,3,4,6,3,2,1,2024-12-25,8,2025-01-06,2025-01-08,2025-01-07,1
20,1,183,1,4,3,1,2,0,,0,2025-02-28,2025-03-01,2025-03-01,0
89,3,585,3,6,8,3,1,1,2025-04-11,25,2025-06-09,2025-06-10,2025-06-10,2
94,2,566,3,6,10,3,1,1,2025-07-15,30,2025-07-31,2025-07-31,2025-08-01,2
54,1,190,1,3,2,1,2,0,,0,2025-08-21,2025-08-21,2025-08-22,0
94,3,576,3,6,10,3,1,1,2025-05-29,21,2025-07-15,2025-07-17,2025-07-16,2
20,0,192,1,2,3,2,3,0,,0,2025-11-17,,2025-11-18,0
33,0,216,1,4,2,2,2,0,,0,2025-11-30,,2025-12-01,0
76,2,313,2,5,7,3,2,1,2025-03-27,22,2025-04-27,2025-04-28,2025-04-28,1
64,2,350,3,4,7,3,2,0,,0,2025-05-24,2025-05-26,2025-05-25,1
79,1,313,2,4,5,3,2,1,2024-11-18,30,2025-01-04,2025-01-06,2025-01-05,1
80,3,594,3,6,8,3,1,1,2025-04-15,20,2025-04-28,2025-04-28,2025-04-29,2
78,1,310,2,5,6,2,2,0,,0,2025-04-14,2025-04-15,2025-04-15,1
35,0,278,2,3,4,1,3,0,,0,2025-09-11,,2025-09-12,0
60,1,223,2,3,3,2,2,0,,0,2026-01-19,2026-01-20,2026-01-20,0
78,1,347,3,4,6,3,2,1,2025-10-02,18,2025-11-23,2025-11-23,2025-11-24,1
87,3,518,3,6,10,3,1,1,2025-10-02,12,2025-11-29,2025-11-29,2025-11-30,2
65,2,350,3,5,7,3,2,1,2025-07-05,20,2025-08-25,2025-08-27,2025-08-26,1
84,3,544,3,6,9,3,1,1,2025-10-20,8,2025-11-11,2025-11-13,2025-11-12,2
46,0,281,2,2,4,1,3,0,,0,2026-01-04,,2026-01-05,0
76,1,334,2,4,5,2,2,0,,0,2025-01-07,2025-01-09,2025-01-08,1
80,3,476,3,6,8,3,1,1,2026-01-03,18,2026-01-21,2026-01-23,2026-01-22,2
20,1,228,1,3,3,1,2,0,,0,2025-11-30,2025-12-02,2025-12-01,0
30,0,275,1,4,3,1,3,0,,0,2025-07-12,,2025-07-13,0
78,2,317,2,5,5,3,2,0,,0,2025-12-13,2025-12-14,2025-12-14,1
64,2,306,3,5,5,3,2,1,2025-06-26,8,2025-08-10,2025-08-11,2025-08-11,1
95,2,549,3,7,8,3,1,1,2025-02-06,28,2025-02-23,2025-02-23,2025-02-24,2
88,3,512,3,6,10,3,1,1,2025-08-18,23,2025-09-11,2025-09-13,2025-09-12,2
36,1,214,1,3,1,1,2,0,,0,2025-05-17,2025-05-17,2025-05-18,0
69,2,369,2,5,7,2,2,0,,0,2025-10-12,2025-10-14,2025-10-13,1
50,0,264,2,2,2,1,2,0,,0,2025-02-02,,2025-02-03,0
62,2,360,3,5,5,2,2,1,2025-12-14,16,2025-12-25,2025-12-26,2025-12-26,1
66,1,306,2,5,5,3,2,1,2025-01-23,14,2025-02-25,2025-02-25,2025-02-26,1
55,0,294,1,2,1,2,3,0,,0,2025-05-08,,2025-05-09,0
93,2,576,3,5,10,3,1,1,2025-10-27,19,2025-11-19,2025-11-21,2025-11-20,2
45,1,231,1,4,1,1,2,0,,0,2025-10-11,2025-10-13,2025-10-12,0
24,0,238,1,2,3,1,3,0,,0,2026-01-13,,2026-01-14,0
